Account Name,Customer Number_x,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude
Frostburg State University,16889,51-R-0086,Class R - Research Facility,Active,,101 Braddock Road,,"Frostburg, MD 21532",Allegany,16889,2024,,,,,,,,,,,39.6476066,-78.9405983
Neotech LLC,17184,63-R-0116,Class R - Research Facility,Active,,10061 HWY 22,,"DRESDEN, TN 38225",Weakley,17184,2024,4,,,,,,,,,,,
Northwest Center For Medical Education,17782,32-R-0041,Class R - Research Facility,Active,,3400 BROADWAY,,"GARY, IN 46408",Lake,17782,2024,,,,,,,,,,,41.5551876,-87.3363991
Ogeechee Technical College,18033,57-R-0127,Class R - Research Facility,Active,,ONE JOE KENNEDY BLVD,,"STATESBORO, GA 30458",Bulloch,18033,2024,38,34,,,5,,,,,,32.3936493,-81.8162157
Mc Lennan Community College,18136,74-R-0177,Class R - Research Facility,Active,,1400 COLLEGE DRIVE,,"WACO, TX 76708",McLennan,18136,2024,13,7,,,3,,,,19,,31.592901,-97.174195
Alfred State College,18374,21-R-0228,Class R - Research Facility,Active,,10 UPPER CAMPUS DR,,"ALFRED, NY 14802",Allegany,18374,2024,14,43,,,,,,,,,42.2686352,-77.8197321
Rocky Mountain Bio Labs,18462,84-R-0065,Class R - Research Facility,Active,,PO BOX 519,,"Crested Butte, CO 81224",Gunnison,18462,2024,,,,,,,,,,,38.8698201,-106.984043
Valley Biosystems,18820,93-R-0479,Class R - Research Facility,Active,,P.O. Box 2216,,"West Sacramento, CA 95691",Yolo,18820,2024,,,,,,371,,,,,,
Research Institute At Nationwide Childrens Hospital,18920,31-R-0116,Class R - Research Facility,Active,,700 CHILDRENS DRIVE,,"COLUMBUS, OH 43205",Franklin,18920,2024,,,,,161,,133,189,,,,
Pharmgate Biologics INC,19782,41-R-0063,Class R - Research Facility,Active,,2575 UNIVERSITY AVE W SUITE 100,,"SAINT PAUL, MN 55114",Ramsey,19782,2024,,,36,,,,,,,,,
US Government Smithsonian Institution (National Zoological Park),20133,10-F-0010,Class F - Federal Research Facility,Active,,PO BOX 37012/MRC 5508,,"WASHINGTON, DC 20013",District of Columbia,20133,2024,,7,,,,1,,,,,38.9659691,-77.0651508
University Of Central Arkansas,20222,71-R-0112,Class R - Research Facility,Active,,"Dept. of Biology, 180 Lewis Science Center",,"CONWAY, AR 72035",Faulkner,20222,2024,,,,,,,,,,,,
Ibex Preclinical Research Inc.,21308,87-R-0022,Class R - Research Facility,Active,,1072 West Rsi Drive,,"Logan, UT 84321",Cache,21308,2024,51,,,,293,,9,121,9,,41.757032,-111.8610746
Novartis Institutes For Biomedical Research Inc,21373,14-R-0164,Class R - Research Facility,Active,,181 Massachusetts Ave,"Attn: Head, Animal Welfare Compliance","Cambridge, MA 02139",Middlesex,21373,2024,,,299,,72,,,,,,42.3616461,-71.0957613
Hygieia Biological Laboratories,22308,93-R-0571,Class R - Research Facility,Active,,P.O. BOX 8300,,"WOODLAND, CA 95776",Yolo,22308,2024,,,,,,,,,,,,
"Sound Pharmaceuticals, Inc.",23329,91-R-0080,Class R - Research Facility,Active,,4010 Stone Way N,Suite 120,"Seattle, WA 98103",King,23329,2024,,,38,,,,,,,,47.6557477,-122.341973
Biomedical Research Models Inc (BIOMERE),23918,14-R-0192,Class R - Research Facility,Active,,57 Union Street,,"Worcester, MA 01608",Worcester,23918,2024,,,,,170,965,,10,,,42.2690028,-71.7976616
American Veterinary Medical Association,24236,33-R-0132,Class R - Research Facility,Active,,1931 N MEACHAM ROAD,,"SCHAUMBURG, IL 60173",Cook,24236,2024,10,10,,,,,,,,,42.0341149,-88.0455171
Suny College At Cortland,25376,21-R-0208,Class R - Research Facility,Active,,BOWERS HALL ANIMAL FACILITY,ROOM 250,"CORTLAND, NY 13045",Cortland,25376,2024,,,,,,,,,,,,
Bertek Inc,25517,71-R-0107,Class R - Research Facility,Active,,PO Box 606,,"Greenbrier, AR 72058",Faulkner,25517,2024,212,21,,,370,,,,,,35.2339274,-92.3877837
Mars Petcare US,25886,63-R-0127,Class R - Research Facility,Active,,2013 Ovation Pkwy,,"FRANKLIN, TN 37067",Williamson,25886,2024,77,104,,,,,,,,,,
Biomodels LLC,26617,14-R-0168,Class R - Research Facility,Active,,360 Second Avenue,Suite 1,"WALTHAM, MA 02451",Middlesex,26617,2024,,,,94,,,,,,,42.3880919,-71.2677369
Florida International University,26622,58-R-0136,Class R - Research Facility,Active,,"UNIVERSITY PARK, MARC 430",11200 SW  8TH ST,"MIAMI, FL 33199",Miami-Dade,26622,2024,,,,,,,,16,,,,
California State University San Marcos,27962,93-R-0492,Class R - Research Facility,Active,,333 Twin Oaks Valley Road,,"San Marcos, CA 92096",San Diego,27962,2024,,,,,,,,,,,33.1282612,-117.15894
Austin College,28223,74-R-0213,Class R - Research Facility,Active,,900 North Grand Avenue,,"SHERMAN, TX 75090",Grayson,28223,2024,,,,,,,,,,,33.6474084,-96.5980179
Asheville Buncombe Technical Community College,28373,55-R-0125,Class R - Research Facility,Active,,340 Victoria Rd,Veterinary Medical Tech Dept,"Asheville, NC 28801",Buncombe,28373,2024,,,,,,,,,,,35.5683717,-82.5518596
Struve Labs International Inc,28833,42-R-0053,Class R - Research Facility,Active,,1603 Enterprise St,,"Manning, IA 51455",Carroll,28833,2024,,,,,,,,,,,41.9070129,-95.0766713
R&D System Inc,29771,41-R-0071,Class R - Research Facility,Active,,614 McKinley Pl NE,,"Minneapolis, MN 55413",Hennepin,29771,2024,,,,,,,16,,245,,44.9954351,-93.2287581
Cheri Hill Kennel and Supply Inc,30222,34-R-0153,Class R - Research Facility,Active,,17190 POLK ROAD,,"STANWOOD, MI 49346",Mecosta,30222,2024,,,,,,,,,,,,
Enanta Pharmaceuticals Inc,30224,14-R-0194,Class R - Research Facility,Active,,4 Kingsbury Avenue,,"WATERTOWN, MA 02472",Middlesex,30224,2024,,,,,,,,,,,42.3633676,-71.1651808
Lung LLC (REVIVICOR INC),30615,52-R-0113,Class R - Research Facility,Active,,1700 Kraft Drive,Suite 2400,"Blacksburg, VA 24060",Montgomery,30615,2024,,,,,,,,334,,,37.204484,-80.4106907
Transmedics Inc,30932,14-R-0203,Class R - Research Facility,Active,,200 MINUTEMAN RD,SUITE 302,"ANDOVER, MA 01810",Essex,30932,2024,,,,,,,,417,,,42.688843,-71.2186288
Cardiovascular Research Foundation,30958,21-R-0210,Class R - Research Facility,Active,,8 Corporate Drive,,"Orangeburg, NY 10962",Rockland,30958,2024,8,,,,,,86,204,3,,41.0339955,-73.9783894
Slippery Rock University,31006,23-R-0162,Class R - Research Facility,Active,,"104 Maltby Avenue, Suite 302",,"SLIPPERY ROCK, PA 16057",Butler,31006,2024,,,,,,,,,18,,,
University of New England,31083,11-R-0033,Class R - Research Facility,Active,,11 Hills Beach Rd,,"Biddeford, ME 04005",York,31083,2024,,,,,,,,,,,43.4586009,-70.3890672
ATSCC,31678,52-R-0114,Class R - Research Facility,Active,,PO Box 56319,,"Virginia Beach, VA 23456",Virginia Beach City,31678,2024,,,,,,,,407,,,36.8496579,-75.9760751
Georgia Aquarium Inc,32992,57-R-0131,Class R - Research Facility,Active,,225 Baker Street NW,,"Atlanta, GA 30313",Fulton,32992,2024,,,,,,,,,,,33.7632675,-84.3951173
Vero Science LLC,33144,15-R-0021,Class R - Research Facility,Active,,1334 MAIN ROAD,,"TIVERTON, RI 02878",Newport,33144,2024,,,,232,,,,,,,41.6379928,-71.2048821
Janssen Research And Development LLC,33183,22-R-0138,Class R - Research Facility,Active,,1400 MCKEAN ROAD,,"SPRING HOUSE, PA 19477",Montgomery,33183,2024,,,,,12,,,98,,,40.1879925,-75.2174935
Ithaca College,33184,21-R-0211,Class R - Research Facility,Active,,953 DANBY ROAD,,"ITHACA, NY 14850",Tompkins,33184,2024,,,10,17,,,,,,,42.4218819,-76.5003494
Iowa Western Community College,33200,42-R-0040,Class R - Research Facility,Active,,2700 COLLEGE ROAD,,"COUNCIL BLUFFS, IA 51503",Pottawattamie,33200,2024,18,16,,,2,,,,,,41.277499,-95.79425
Bio Reliance Corporation,33766,51-R-0082,Class R - Research Facility,Active,,14920 BROSCHART ROAD,,"ROCKVILLE, MD 20850",Montgomery,33766,2024,,,211,175,238,,,,,,,
Grifols Therapeutics LLC,34465,55-R-0127,Class R - Research Facility,Active,,8368 US 70 WEST,,"CLAYTON, NC 27520",Johnston,34465,2024,,,1862,,5475,,,,,,,
NAMSA Minneapolis LLC,34579,41-R-0074,Class R - Research Facility,Active,,8945 Evergreen Blvd,,"Minneapolis, MN 55433",Anoka,34579,2024,310,,5888,,1704,,487,1297,,,,
Colgate University,34658,21-R-0254,Class R - Research Facility,Active,,13 OAK DRIVE,,"HAMILTON, NY 13346",Madison,34658,2024,,,,,,,,,,,42.8165618,-75.5325514
Mesa Community College,34846,86-R-0036,Class R - Research Facility,Active,,1833 WEST SOUTHERN AVE.,,"MESA, AZ 85202",Maricopa,34846,2024,9,11,,,,,,,,,33.389666,-111.8702054
Hennessy Research Associates LLC,35029,48-R-0109,Class R - Research Facility,Active,,7940 MARSHALL DRIVE,,"LENEXA, KS 66214",Johnson,35029,2024,,,746,,,,,,,,38.9853278,-94.7061081
Aragen Bioscience Inc.,35685,93-R-0504,Class R - Research Facility,Active,,380 Woodview Avenue,,"MORGAN HILL, CA 95037",Santa Clara,35685,2024,,,,80,,,,,,,37.1517929,-121.6581872
The University of Akron,36534,31-R-0121,Class R - Research Facility,Active,,302 BUCHTEL COMMON - UARV,,"AKRON, OH 44325",Summit,36534,2024,,,,,,,,,,,,
"Iso-Tex Diagnostics, Inc.",37111,74-R-0185,Class R - Research Facility,Cancelled,,P. O. BOX 909,,"FRIENDSWOOD, TX 77549",Galveston,37111,2024,,,,,14,,,,,,,
University of Tennessee - Martin,37207,63-R-0119,Class R - Research Facility,Active,,124 Gooch Hall,,"Martin, TN 38238",Weakley,37207,2024,,,,,26,,,,,,,
Stautzenberger College Vet Tech Program,37219,31-R-0122,Class R - Research Facility,Active,,8001 KATHERINE BLVD,,"BRECKSVILLE, OH 44141",Cuyahoga,37219,2024,87,118,1,,2,,,,4,,41.2881239,-81.6461984
Eastern Illinois University,37323,33-R-0137,Class R - Research Facility,Active,,Office of Research and Sponsored Programs,600 Lincoln Ave,"CHARLESTON, IL 61920",Coles,37323,2024,,,,,,,,,,,,
Crowder College,37482,43-R-0118,Class R - Research Facility,Active,,601 LACLEDE AVENUE,,"NEOSHO, MO 64850",Newton,37482,2024,10,10,,,9,,17,1,,,36.8139141,-94.3679088
Georgia Southern University,37673,57-R-0121,Class R - Research Facility,Active,,261 Forest Drive - Box 8005,,"Statesboro, GA 30460",Bulloch,37673,2024,,,,,,,,,,,,
Direct Action Resource Center,38092,71-R-0115,Class R - Research Facility,Active,,PO Box 7207,,"Sherwood, AR 72124",Pulaski,38092,2024,,,,,,,,,5,,52.5494096,1.1716788
Translational Testing And Training Laboratories (T Three LABS),38366,57-R-0122,Class R - Research Facility,Cancelled,,387 TECHNOLOGY CIRCLE SUITE 175,,"ATLANTA, GA 30313",Fulton,38366,2024,,,,,,,13,25,4,,,
University Of Alaska - Anchorage,38530,96-R-0006,Class R - Research Facility,Active,,3211 PROVIDENCE DRIVE,B O C ROOM 368,"ANCHORAGE, AK 99508",Anchorage,38530,2024,,,,,,,,,,,61.190379,-149.8223254
Spring Point Project,38803,41-R-0076,Class R - Research Facility,Active,,"121 S 8th St, Ste. 822",,"Minneapolis, MN 55402",Hennepin,38803,2024,,,,,,,,141,,,,
East Tennessee Clinical Research Inc,39091,63-R-0120,Class R - Research Facility,Active,,80 COPPER RIDGE FARM RD,,"ROCKWOOD, TN 37854",Roane,39091,2024,129,87,,,,,,6,,,,
Bergen Community College,39103,22-R-0140,Class R - Research Facility,Active,,400 PARAMUS RD,,"PARAMUS, NJ 07652",Bergen,39103,2024,9,40,,,3,,,,,,40.9517633,-74.0876445
AFB International,39367,43-R-0119,Class R - Research Facility,Active,,PO Box 131,,"Montgomery City, MO 63361",Montgomery,39367,2024,147,173,,,,,,,,,38.9775406,-91.5048844
Sound Technologies Inc,39569,74-R-0189,Class R - Research Facility,Active,,"2409 AVENUE J, SUITE C",,"ARLINGTON, TX 76006",Tarrant,39569,2024,22,6,,,,,,,,,,
MG Biologics,39789,42-R-0051,Class R - Research Facility,Active,,2366 270TH ST.,,"AMES, IA 50014",Boone,39789,2024,,,25,,,,,,,,,
Thomas Walsh (CATS PAW FARM),39947,11-R-0027,Class R - Research Facility,Active,,52 LEBANON RD,,"NORTH BERWICK, ME 03906",York,39947,2024,,,,,34,,,,,,43.3119478,-70.7405704
American Type Culture Collections,40337,52-R-0119,Class R - Research Facility,Active,,10801 University Blvd,,"Manassas, VA 20110",Manassas City,40337,2024,,,,33,2,,,,,,38.7529328,-77.5204962
Adventhealth Nicholson Center (Florida Hospital),40853,58-R-0153,Class R - Research Facility,Active,,NICHOLSON CENTER FOR SURGICAL ADVANCEMENT,404 CELEBRATION PLACE,"CELEBRATION, FL 34747",Osceola,40853,2024,,,,,,,,223,,,,
Accuro Farms Inc,40933,14-R-0200,Class R - Research Facility,Active,,346 Blackmer Rd,,"Southbridge, MA 01550",Worcester,40933,2024,,,,,,,,132,,,42.041733,-71.9920441
"Tier 1 Group, LLC",41479,71-R-0111,Class R - Research Facility,Active,,3100 Angeletti Road,,"CRAWFORDSVILLE, AR 72327",Crittenden,41479,2024,,,,,,,,497,168,,,
Covidien LP,41906,16-R-0049,Class R - Research Facility,Cancelled,,60 Middleton Avenue,,"North Haven, CT 06473",New Haven,41906,2024,12,,,,,,,18,,,,
PAR Sterile Products LLC,41952,21-R-0244,Class R - Research Facility,Cancelled,,1400 Atwater Dr.,,"MALVERN, PA 19355",Chester,41952,2024,,,,,,,,,,,40.0706418,-75.5288811
The Methodist Hospital Research Institute (The Houston Methodist Research Institute),42194,74-R-0226,Class R - Research Facility,Active,,6670 Bertner Ave,,"HOUSTON, TX 77030",Harris,42194,2024,11,,,,,,,47,,,29.7093924,-95.399249
Des Moines Area Community College,42217,42-R-0042,Class R - Research Facility,Active,,"2006 S. Ankeny Blvd., FFA, EC",,"ANKENY, IA 50023",Polk,42217,2024,28,89,,,8,,,138,150,,,
Siemens Healthcare Diagnostics Inc,42492,21-R-0249,Class R - Research Facility,Active,,511 Benedict Ave,,"Tarrytown, NY 10591",Westchester,42492,2024,,,,,93,,242,,152,,41.0660071,-73.8362446
Exemplar Genetics,42842,42-R-0044,Class R - Research Facility,Active,,PO Box 829,,"North Liberty, IA 52317",Johnson,42842,2024,,,,,,,,450,,,41.7478297,-91.6064397
The University of Tennessee - Chattanooga,43010,63-R-0126,Class R - Research Facility,Active,,615 MC CALLIE AVENUE,109 RACE HALL DEPT 4915,"CHATTANOOGA, TN 37403",Hamilton,43010,2024,,,,,,,,,,,,
Loyola University Maryland,43300,51-R-0096,Class R - Research Facility,Cancelled,,4501 N Charles St,Attn: Biology Dept,"Baltimore, MD 21210",Baltimore city,43300,2024,,,,,,,,,,,39.3463354,-76.6218485
NIAID-Morgan Island,43416,51-F-0030,Class F - Federal Research Facility,Active,,33 NORTH DRIVE MSC 3207,"BLDG 33, RM 2N09H","BETHESDA, MD 20892",Montgomery,43416,2024,,,,,,,,,,,,
Simmec Training Solutions,43420,93-R-0520,Class R - Research Facility,Active,,PO Box 598,,"Oceanside, CA 92049",San Diego,43420,2024,,,,,,,,602,,,47.5837408,-52.6691656
Product Safety Labs,44516,22-R-0143,Class R - Research Facility,Active,,2394 US Highway 130,,"Dayton, NJ 08810",Middlesex,44516,2024,,,10329,136,2446,,,,,,,
Omeros Corporation,44874,91-R-0082,Class R - Research Facility,Active,,201 Elliott Avenue West,,"Seattle, WA 98119",King,44874,2024,,,8,,,,,,,,47.6198801,-122.3604815
St Cloud State University,44975,41-R-0078,Class R - Research Facility,Cancelled,,"720 4th Avenue South, A S 101",,"Saint Cloud, MN 56301",Stearns,44975,2024,,,,,,,,,,,,
Altasciences Preclinical Columbia LLC,45331,43-R-0122,Class R - Research Facility,Active,,562 STATE ROAD DD,,"AUXVASSE, MO 65231",Callaway,45331,2024,968,,,,108,148,,1090,,,,
R&R Research LLC,45412,91-R-0066,Class R - Research Facility,Active,,20004 Happy Valley Road,,"STANWOOD, WA 98292",Snohomish,45412,2024,,,,,187,,,19,,,,
The University of Texas Rio Grande Valley,321004,74-R-0216,Class R - Research Facility,Active,,1 West University Blvd.,BRHB 2.210,"BROWNSVILLE, TX 78520",Cameron,321004,2024,,,,95,,,,,,,25.8995962,-97.4946304
Bridge PTS,321005,74-R-0199,Class R - Research Facility,Active,,"2509 Kennedy Circle, Bldg 125, Rm 449",,"SAN ANTONIO, TX 78235",Bexar,321005,2024,,,,,6,,,81,,,,
Intervet Inc (Merck Animal Health),321189,22-R-0144,Class R - Research Facility,Active,,Merck RY33-750  126 East Lincoln Avenue,,"Rahway, NJ 07065",Union,321189,2024,884,418,1868,4745,1137,,,,,,,
AMPHASTAR LABORATORIES INC.,321451,93-R-0528,Class R - Research Facility,Active,,11570 6TH STREET,,"RANCHO CUCAMONGA, CA 91730",San Bernardino,321451,2024,,,,,,,,,,,34.0846821,-117.5518664
California Property Holdings III LLC,321491,93-R-0527,Class R - Research Facility,Active,,15900 Valley View Court,,"Sylmar, CA 91342",Los Angeles,321491,2024,51,,,,,,21,9,,,34.3065284,-118.4783878
Carver Career Center,321496,54-R-0008,Class R - Research Facility,Active,,4799 MIDLAND DRIVE,,"CHARLESTON, WV 25306",Kanawha,321496,2024,59,50,1,,5,,,,,,,
Experimur LLC,321877,33-R-0143,Class R - Research Facility,Cancelled,,4045 S MORGAN STREET,,"CHICAGO, IL 60609",Cook,321877,2024,269,,,,762,,,32,,,41.8207266,-87.6499375
Fairfield University,322034,16-R-0051,Class R - Research Facility,Active,,1073 NORTH BENSON ROAD,,"FAIRFIELD, CT 06824",Fairfield,322034,2024,,,,,,,,,,,41.1596756,-73.2574031
BTS Research,322137,93-R-0532,Class R - Research Facility,Cancelled,,"9990 Mesa Rim Road, Suite 100",,"San Diego, CA 92121",San Diego,322137,2024,7,,,,1,128,,,,,,
North American Veterinary Community,322245,58-R-0142,Class R - Research Facility,Active,,5003 SW 41st Blvd,,"Gainesville, FL 32608",Alachua,322245,2024,60,10,,,,,,,10,,29.6097743,-82.380987
Meridian Institute For Surgical Assisting,322496,63-R-0122,Class R - Research Facility,Active,,1507 COUNTY HOSPITAL ROAD,,"NASHVILLE, TN 37218",Davidson,322496,2024,,,,,,,,607,,,36.1854415,-86.8420637
Nittobo America Inc.,322590,93-R-0533,Class R - Research Facility,Active,,41900 Brown Street,,"Murrieta, CA 92562",Riverside,322590,2024,,,,,,,,,2949,,33.5442416,-117.2007523
College of Staten Island CUNY,322605,21-R-0220,Class R - Research Facility,Active,,2800 Victory Blvd,,"Staten Island, NY 10314",Richmond,322605,2024,,,,,,,,,,,40.6004639,-74.1517557
United States Department Of Interior (NATIONAL PARK SERVICE),322827,10-F-0011,Class F - Federal Research Facility,Active,,1849 C STREET NW,,"WASHINGTON, DC 20240",,322827,2024,,,,,,,,,,,38.8939168,-77.0426534
"University Of Nevada, Las Vegas",323069,88-R-0006,Class R - Research Facility,Active,,4505 South Maryland Parkway,PO Box 451087,"Las Vegas, NV 89154",Clark,323069,2024,20,,,,,,,,,,36.1079411,-115.1439051
"University of Nevada, Reno",323070,88-R-0005,Class R - Research Facility,Active,,Office of Animal Resources 1664 N Virginia Street / MS 0340,,"Reno, NV 89557",Washoe,323070,2024,,,4,,7,,,42,,,,
Red Beast Enterprises Inc. (High Quality Research),323116,84-R-0080,Class R - Research Facility,Active,,P.O. Box 270525,,"FORT COLLINS, CO 80527",Larimer,323116,2024,129,30,,,,,,,,,,
Muscatine Community College,323480,42-R-0048,Class R - Research Facility,Active,,152 Colorado Street,,"MUSCATINE, IA 52761",Muscatine,323480,2024,91,76,,,4,,,,,,41.442486,-91.026272
SPF North America Inc.,323964,35-R-0127,Class R - Research Facility,Active,,428 S WASHINGTON STREET,,"MONDOVI, WI 54755",Dunn,323964,2024,43,148,,,,,,,,,44.564782,-91.6655385
Animal Blood Bank Inc (ANIMAL BLOOD RESOURCES INTERNATIONAL),324116,93-R-0536,Class R - Research Facility,Active,,PO Box 609,,"Stockbridge, MI 49285",Ingham,324116,2024,2,,,,,,,,,,42.4511466,-84.1805146
Pensacola State College,324274,58-R-0148,Class R - Research Facility,Active,,1000 College Blvd,Allied Health Department,"Pensacola, FL 32504",Escambia,324274,2024,47,32,,,6,,,1,67,,30.4800624,-87.2017822
"Sigmovir Biosystems, Inc.",324796,51-R-0091,Class R - Research Facility,Active,,"9610 Medical Center Drive, Suite 100",,"Rockville, MD 20850",Montgomery,324796,2024,,,,,,,,,,,,
National Marine Mammal Foundation Inc,324946,93-R-0572,Class R - Research Facility,Active,,"2240 SHELTER ISLAND DRIVE, Suite 200",,"SAN DIEGO, CA 92106",San Diego,324946,2024,,,,,,,,,,,,
Max Planck Florida Corporation (MAX PLANCK FLORIDA INSTITUTE FOR NEUROSCIENCE),325208,58-R-0146,Class R - Research Facility,Active,,ONE MAX PLANCK WAY,,"JUPITER, FL 33458",Palm Beach,325208,2024,,,,,,,,,,,26.883855,-80.1157883
Universidad lnteramericana de Puerto Rico (RECINTO DE BAYAMON),325361,94-R-0114,Class R - Research Facility,Active,,PO Box 363255,,"San Juan, PR 00936-3255",Arecibo,325361,2024,,,,,,,,,,,18.384239,-66.05344
West Texas A&M University,325489,74-R-0206,Class R - Research Facility,Active,,WT Box 60217,,"Canyon, TX 79016",Randall,325489,2024,,,,,,,8,,296,,,
New York State Psychiatric Institute,325904,21-R-0223,Class R - Research Facility,Active,,1051 RIVERSIDE DRIVE,,"NEW YORK, NY 10032",New York,325904,2024,,,,,,11,,,,,40.8424727,-73.9446016
Four Rivers Kennel LLC,326029,43-R-0127,Class R - Research Facility,Active,,19442 E. EARHART ROAD,,"WALKER, MO 64790",Vernon,326029,2024,146,,,,,,,,,,,
Battelle National Biodefense Institute LLC (NBACC),326220,51-F-0031,Class F - Federal Research Facility,Active,,8300 Research Plaza,,"Fort Detrick, MD 21702",Frederick,326220,2024,,,170,,,,,,,,,
The Austin Savanna  L L C,326234,74-R-0204,Class R - Research Facility,Active,,12200 Carl Rd.,,"BUDA, TX 78610",Hays,326234,2024,,,,,,,,,,,,
Data Sciences International Inc,326381,41-R-0085,Class R - Research Facility,Cancelled,,119 14th Street NW Suite 100,,"New Brighton, MN 55112",Ramsey,326381,2024,,,,,,,,,,,,
